Topic,Count,Name,Representation,Representative_Docs
16,6,16_infrastructure_fabrication_requirement_commission,"['infrastructure', 'fabrication', 'requirement', 'commission', 'review', 'product', 'considerablethis', 'andexplore', 'capitalrequirement', 'uksectors']","['commission independent review quantum sector infrastructure requirement', 'quantum sector must compete established sector access packagingand fabrication capability challenging company undertakeexploratory design cycle small batch deep tech sector capitalrequirement research development deployment product considerablethis challenge likely increase coming year product get closer marketand company require access expensive infrastructure commercial scalepackaging fabrication facility', 'commission royal academy engineering undertake independentinfrastructure review end map uk quantum infrastructure thesectors infrastructure requirement next decade key uksectors semiconductor photonics space including fabrication facilitiesthis help identify rationale government invest thefuture seek partner nation enable access tocritical infrastructure']"
17,6,17_economic_seven_region_immigration,"['economic', 'seven', 'region', 'immigration', 'ontario', 'million', 'year', 'pacific', 'administered', 'prairie']","['federal economic development agency southern ontario feddev ontario million seven year', 'canada economic development quebec region ced million seven year', 'jointly administered immigration program enables province territory address specific economic development need distributing benefit economic immigration across region canada']"
18,6,18_workforce_stem_quarter_diverse,"['workforce', 'stem', 'quarter', 'diverse', 'woman', 'workforcethan', 'wider', 'shortage', 'quantumsmart', 'need']","['creating quantumsmart workforce tomorrow encourage industry academia create convergent transsector approach diverse workforce development meet nation qi need', 'workforce generation effort future workforce need nascent quantum industry periodically assessed industrial engagement described following work established stem effort information help guide future program produce diverse workforce needed support quantum ecosystem order improve workforce development program time assessment plan quantum workforce development activity encouraged allow participant select expand successful strategy adapt change terminate work collaboration professional society organization industrial consortium local government mean assessing workforce need', 'picture similar internationally national science technology council finding skill shortage level already alongside projected increase demand future wider stem workforce act pipeline future talent found suffer persistent skill shortage less diverse wider workforce woman make quarter stem workforcethan wider workforce woman make quarter stem workforcethan wider workforce woman make quarter stem workforce']"
19,6,19_enduser_agency_facility_cultivating,"['enduser', 'agency', 'facility', 'cultivating', 'testbed', 'engagement', 'along', 'nurture', 'explore', 'culture']","['maintain awareness quantum revolution may effect agency mission space agency nurture adoption quantum technology within federal government cultivating potential enduser application space', 'establish enduser testbed facility along training engagement thereby allowing federal agency stakeholder explore application relevant respective mission', 'addition bolstering infrastructure important nurture adoption quantum technology within federal government cultivating potential enduser agency culture information sharing sprung organically among personnel federal agency funding qi looking leverage future application government encourage culture interagency process provide sounding board promulgating shared interest promoting leveraging federal investment advancing agency mission furthermore explore method spur engagement enduser agency yet played role developing technology could benefit output research indeed impact qi felt broadly important agency aware quantum revolution may augment mission space establishment enduser testbed facility along training engagement allow federal agency stakeholder explore relevant application']"
20,8,20_forum_europe_condition_prevent,"['forum', 'europe', 'condition', 'prevent', 'close', 'nato', 'oecd', 'european', 'multilateral', 'targeted']","['play active role world trade organisation world economic forum theg oecd nato council europe commonwealth unincluding utilising seat international telecommunication union itu toensure quantum regulation support business innovation ukswider prosperity security defence interest represented continue touphold uk value including human right', 'combination national european activity possible engender targeted momentum thereby strengthen ecosystem addition targeted strengthening collaboration danger expertise exiting noneuropean country must also taken seriously context federal government pursuing various approach measure prevent loss technological expertise technology future example instrument backlicensing contractor within framework dlrs quantum computing initiative corresponding project funding regulation measure within framework foreign trade law', 'specifically term technological sovereignty important close coordination european partner continues especially quantum computing quantum communication aim achieve leading position european partner term global competition position europe technology provider also prevent europe falling critical dependency german government strengthening european initiative targeted bilateral multilateral activity partner prerequisite initiative allow cooperation ensuring meet valuesand take place level playing field']"
21,6,21_quality_assurance_characterisation_calibration,"['quality', 'assurance', 'characterisation', 'calibration', 'metrology', 'reliable', 'independent', 'basis', 'accuracyin', 'aninternational']","['create condition quality assurance field ofquantum technology quantum metrology', 'establish quality infrastructure reliable quantum metrology create independent characterisation qualification standardisation specificcomponents quantum technology bmwk bmbf', 'calibration service important prerequisitefor commercial use reliable comparable qtcomponents assurance certification ofspecifications quality assurance calibration characterisation originalservices provided ptb role independent national metrology institute ptb creates animportant resilient basis enter market']"
22,6,22_source_frequency_entangled_cryptography,"['source', 'frequency', 'entangled', 'cryptography', 'photon', 'postquantum', 'communication', 'technologythat', 'microintegrated', 'routesbetween']","['develop bring market photonic optoelectronic key component sensor navigationand communication microintegrated lasersquantum source detector modulators frequency comb', 'logo federal ministry education research quantum technology conceptual framework programme federal government nonlinear optical source entangled photon technology basis quantum frequency converter', 'parametric source entangled photon quantum communication postquantum cryptography term quantum communication postquantum cryptography federal government want achieve following milestone establishment first tapproof iequantumencrypted communication test routesbetween selected authority location']"
23,6,23_pillar_three_mission_nqs,"['pillar', 'three', 'mission', 'nqs', 'realization', 'commercialization', 'underpinned', 'interrelated', 'strategy', 'softwareto']","['talent pillar', 'research pillar', 'pillar national quantum strategy support nqs mission canada broader quantum ecosystem strategy underpinned three interrelated pillar successful canadian quantum community research talent commercialization coordinating investment outcome across three canada strengthen quantum advantage build leading quantum science technology development supply chain application ecosystem current future action pillar support realization nqs mission']"
24,6,24_iseds_product_productionof_commercialization,"['iseds', 'product', 'productionof', 'commercialization', 'seven', 'integrate', 'translating', 'marketable', 'canadian', 'commercially']","['integrate global supply chain ensure market canadian product', 'commercialization supported programming several department agency iseds global innovation cluster million seven year', 'commercialization translating research scalable commercial product service benefit canadian industry world']"
25,6,25_privacy_derisk_quantumenabled_postquantum,"['privacy', 'derisk', 'quantumenabled', 'postquantum', 'cybersecurity', 'satellite', 'incentivize', 'cryptography', 'csa', 'initiative']","['derisk investment related private sector development distributed quantum communication infrastructure new enabling technology postquantum cryptography', 'ensure privacy cybersecurity canadian quantumenabled world national secure quantum communication network postquantum cryptography initiative', 'ensure privacy cybersecurity canadian quantumenabled world national secure quantum communication network postquantum cryptography initiative']"
26,5,26_little_convening_advocacy_incubation,"['little', 'convening', 'advocacy', 'incubation', 'notforprofit', 'relatively', 'precompetitive', 'connect', 'conducting', 'developmentof']","['increase investment joint quantum technology research center partnership industry academia government accelerate precompetitive quantum research development', 'alliance consortium quantum million seven year develop largescale research collaboration across institution connect government need industry application', 'notforprofit convening coordinating activity support quantum research commercialization including education awareness acceleration incubation conducting advocacy']"
27,5,27_risk_give_predictable_security,"['risk', 'give', 'predictable', 'security', 'clear', 'investor', 'advice', 'guidance', 'control', 'quantumsafe']","['advice support company national protective security agency npsacpni national cyber security centre ncsc help put placeprotective digital physical security measure ensure protection assetswhich necessary support growth', 'put place measure national security investment act export control responsible research programme grant agreement advice protection help company academic institution protect hostile actor may seek exploit technology knowledge measure designed support company research institution engage safely investor business academic around world supporting future scientific advancement quantum enabling continued growth sector work trusted ally continue monitor review impact currentcontrols sector future change regulation including nsi actexport control regime working multilaterally anticipate future impact ensurethat regulation aligns prosperity security goal', 'key regulatory framework government guidance academia trusted research industry secure innovation well wider advice available npsa ncsc seek support sector navigating nuanced risk around state threat risk collaboration better understanding due diligence partner identification highrisk research organisational key asset alongside appropriate security governance risk management allows organisation make riskbased decision balance security opportunity includes advice undertaking security audit mitigation accredited risk consultant academic technology approval scheme atas atas applies international student researcher apart exempt nationality subject immigration control intending study research postgraduate level certain sensitive subject subject research area knowledge could used programme develop advanced conventional military technology acmt weapon mass destruction wmd mean delivery researcher student sensitive subject must apply academic technology approval scheme atas certificate study start research national security investment act nsia nsia came force january give government power scrutinise intervene business acquisition takeover may pose national security risk give business investor clear predictable national security risk give business investor clear predictable national security risk give business investor clear predictable national security risk give business investor clear predictable national security risk give business investor clear predictable national security risk give business investor clear predictable national security risk give business investor clear predictable national security risk give business investor clear predictable export control uk export control regime delivered ecju provides consolidated framework ensure export allow business prosper without posing threat national security violating international commitment nonproliferation agreed treaty multilateral export control group wassenaar arrangement often case less mature developing technology specific control targeting quantum technology good designed research development technology possible new control may introduced future technology mature impact understood mitigating risk associated quantum new technology risk associated use quantum technology continue emerge one well documented risk quantum computing pose national cyber security future threatening security much existing publickey cryptography upon information sharing trust mechanism modern system depend national cyber security centre ncsc uk authority cyber security cryptography published guidance transition quantumsafe cryptography recommended mitigation threat product become available term government preparedness mitigation already put place critical information service ncsc continue give bespoke advice sector resilience team general advice quantumsafe cryptography via website detailed guidance quantumsafe cryptography algorithm follow outcome nist process recommending specific algorithm representative use case ncscs guidance mitigating risk quantum computing set within white paper preparing quantum safe cryptography ncscs position robust secure transition take time plan deliver risk beginning transition quantumsafe cryptography standardscompliant product available ncsc work international partner ensure plan guidance transition quantumsafe cryptography aligned action organisation take manage risk organisation manages cryptographic infrastructure factor quantumsafe transition longterm plan conduct investigatory work identify system high priority transition standardscompliant implementation exist priority system could process sensitive personal data part publickey infrastructure certificate expiry date far future would hardest replace technical standard importance standard growing increasing globalisation commerce emergence new technology need interoperability technology progress initial research prototype product development technical standard become increasingly important example supporting consistent measurement technology performance different type standard activity relevant different level maturity identifying critical measurement taxonomy part basic research metric benchmarking prototype interoperability certification commercial quantum product different quantum technology likely mature different rate supporting development standard important advancing open technological development interoperability trade activity need take place right time avoid stifling innovation setting boundary requirement early process also need mitigate risk standard developed share value way support economy engagement key stakeholder expert specific area quantum technology research innovation critical government developing understanding balance number early quantum standardisation activity taking place globally significant focus quantum safe cryptography qkd leadership area standard development organisation activity quantum technology include international organization standardization iso international electrotechnical commission iec international telecommunication union itu internet engineering task force ietf european telecommunication standard institute etsi institute electrical electronics engineer ieee work relevant global body ensure global quantum technical standardspromote prosperity security interest including accelerating commercialisationof quantum technology supporting sector']"
28,5,28_applicationsfor_conceptualframework_beingactively_technologyand,"['applicationsfor', 'conceptualframework', 'beingactively', 'technologyand', 'waythat', 'forproducts', 'industryneeds', 'distinct', 'usersof', 'pursued']","['agile enough move quickly technological development', 'develop technology waythat end term conceptualframework programme possible application forproducts least five different sector beingactively specifically pursued', 'distinct industrial sector many potential usersof technology']"
29,5,29_acceleration_heidelberggarching_diagnose_whatlies,"['acceleration', 'heidelberggarching', 'diagnose', 'whatlies', 'oncollaborative', 'onlargescale', 'metrologyquantum', 'invisibleto', 'inrevenue', 'treatdisease']","['million acceleration activity working sector oncollaborative quantum networking', 'million acceleration activity working sector collaborative inquantum networking million additional funding increased activity national quantumcomputing centre', 'quantum sensing imaging provide unprecedented insight whatlies beneath ground saving billion environmental monitoring onlargescale construction project open new way diagnose treatdisease monitor reduce greenhouse gas emission invisibleto human eye quantum sensing could generate least billion inrevenue']"
30,5,30_infrastructure_needed_includingcontinued_nationalquantum,"['infrastructure', 'needed', 'includingcontinued', 'nationalquantum', 'critical', 'identify', 'technologyplatforms', 'facility', 'expert', 'stakeholder']","['infrastructure investment meet need evolving field sector includingcontinued funding core operational activity national facility nationalquantum computing centre national physical laboratory', 'providing critical infrastructure identify critically needed infrastructure encourage necessary investment working government expert stakeholder well industry academia', 'current need include classical hardware component material characterization fabrication facility critical mineral material variety enduser tool platform testbeds government engage expert stakeholder well industry academia identify critical infrastructure map current infrastructure landscape example']"
31,6,31_helmholtz_hub_centre_motion,"['helmholtz', 'hub', 'centre', 'motion', 'phase', 'association', 'startup', 'still', 'user', 'smes']","['business partner national research hub quantum technology recognition connected community number international quantum company chosen locate operation also leading business across supply chain including laser cryogenic system high vacuum equipment electronic control system photon detector winning contract exporting quantum community global market broadly major pull global talent investment collaboration due global reputation excellence innovative transparent regulatory environment worldclass intellectual property competitive tax regime well dedicated visa scheme innovative company also home high investment sector essential development emerging technology advanced manufacturing automotive aerospace finance challenge demonstrated potential application quantum technology vast opportunity challenge sheer range possible us meaning often take time considerable expertise prospective user understand potential technology focus impactful application challenge specific quantum technology include technology still emerging quantum computing themarket application still uncertainty around technical approachwill prove effective solving scientific engineering challenge also important understand interplay quantum hardware software well supply chain specific technical approach order build strong capability area sensing timing although step change performance demonstrated lab always clear quantum preferred solution realworld setting still early day commercialising quantum quantumtechnologies research development early demonstration phase developingquantum product service long challenging process needfor sustained investment support profit made', 'goal worldleading research skill ensure home worldleading quantum science engineering growing knowledge skill research development home excellent science innovation nowhere true quantum technology already established programme public private billion investment period next phase quantum even greater term ambition scale impact focus securing building existing strength well exploring new area scientific endeavour provide greater support work researcher business translate demonstrate commercialise quantum research driving development key area commercial societal security value ensure global centre excellence long term therefore establish new ambitious tenyear billion quantum research innovation programme future programme delivered two year phase developed full consultation partner across government notably ukri independent expert advice industry core element first year phase include new portfolio applicationsfocussed quantum technology research hub andcentres build success existing hub building avibrant quantum research innovation ecosystem future hub draw togetheractivities around specific application area theme delivering strength depth inquantum technology catalysing future growth national capability willensure global centre excellence cutting edge quantum science andtechnologies long term new research hub centre formedfrom consortium academic expert quantum technology relevant disciplineswith additional collaborating partner industry government third sector thehubs also build mechanism needed support integration theseemerging technology wider system led end user', 'optical component nonlinear interferometer helmholtzgemeinschaft deutscher forschungszentren helmholtz association german research centre hgf helmholtz centre contribute research quantum technology organised helmholtz quantum platform published overarching strategy helmholtz association identifies five quantum technology field centre along research contribute different focal point quantum computing quantum communication quantum sensor technology quantum material fundamental research andquantum simulation numerical method current research range understanding fundamental quantum phenomenon design quantum state development component realisation deployment fully functional device well prototype plan develop provide infrastructure together user community including exchange platform qualification programme order increase potential implementation application codesign future personnel include material characterisation platform quantum computer highperformance computing centre development widely usable software package quantum computing strong expertise material necessary excellent disruptive technology long term integration quantum computing supercomputing centre ensures full potential quantum computing made accessible connecting user community early stage large software package reaching complexity infrastructure prerequisite user field sensor technology stated goal among thing labonchip integration quantum sensor application area biology medicine together partner university research organisation industry helmholtz association aim define farreaching technological goal next year beyond pursue jointly level fundamental science system engineering well application recent year outstanding international scientist recruited community many centre establishing new institute research quantum technology commu nity investing central infrastructure enable major advance technological hub helmholtz association already around people working directly research quantum technology researcher lead participate small large project funded example bmbf helmholtz therefore closely involved national european strategyexamples specific goal next five year formulated strategy paper systematic development promisingscalable platform realisation multiplequbits order realise smallscale demonstratorsbeyond stateoftheart qubitsand low error rate quantum computer andsimulations']"
32,5,32_migration_ingermany_postquantum_cryptography,"['migration', 'ingermany', 'postquantum', 'cryptography', 'initiate', 'criticalinfrastructures', 'securitycritical', 'postquantumcryptography', 'forthe', 'highsecurity']","['initiate migration postquantum cryptographyin securitycritical area', 'creation federal government strategy forthe migration postquantum cryptography ingermany', 'drive forward migration quantumsafe cryptography postquantum cryptography pqc ingermany especially relevant area criticalinfrastructures bmi bmvg bmbf']"
33,5,33_adopter_developer_sensing_olaunching,"['adopter', 'developer', 'sensing', 'olaunching', 'thenational', 'early', 'computingand', 'enable', 'increased', 'pnt']","['identify early adopter canadian industry government department agency could benefit quantum sensing technology', 'enable government canada key industry developer early adopter new quantum sensing technology', 'enable government canada key industry developer early adopter new quantum sensing technology']"
34,5,34_country_billion_canada_worldclass,"['country', 'billion', 'canada', 'worldclass', 'growing', 'decade', 'investment', 'dvances', 'industryleading', 'explain']","['mean quantum quantum mechanic physic small field seek predict explain behaviour atom molecule involves manipulation control system atomic subatomic level next quantum revolution expected deliver major economic benefit according study commissioned national research council canada nrc quantum sector become billion industry canada job billion return potentially contributing canada gdp', 'executive summary dvances quantum science potential transform people work live canada around world canada investment quantum technology research many decade made country global leader field growing ecosystem worldclass centre quantum expertise university business across country rest world expands quantum program canada must continue invest innovate stay ahead', 'early leader canada taken leadership position investment quantum science many decade including billion provincial government also made significant investment centre quantum leadership addition private investor philanthropist committed billion toward quantum science innovation company since investment built growing ecosystem includes worldclass centre quantum expertise university across country pioneering industryleading company recent year country ramped effort develop quantum technology retain leading position continue partner effectively amid growing international commitment investment canada must build quantum advantage impact technology expand globally']"
35,5,35_alliance_grant_seven_six,"['alliance', 'grant', 'seven', 'six', 'million', 'year', 'mitacs', 'nrc', 'consortium', 'initiative']","['alliance consortium quantum grant million seven year', 'alliance international quantum grant million seven year', 'alliance quantum grant million seven year']"
36,5,36_measure_strategy_federal_conceptual,"['measure', 'strategy', 'federal', 'conceptual', 'policy', 'digital', 'budgetary', 'ministry', 'approximately', 'annex']","['federal government measure divided three action pathway young woman look microscope amake quantum technology usable economy society state institution quantum technology open wide range new possibility simulation new active substance bugproof communication novel sensor detect unexploded bomb enable navigation without satellite support background targeted development technology needed one always take account possible application scenario conceptual framework programme federal government therefore focus measure stimulate strengthen accelerate private investment germany public cofinancing depending area application public support take different form end federal government us three complementary coordinated funding instrument case researchrelated topic ofconsiderable federal interest research development company university research institution supported subsidy projectfunding nonrepayable grant primarilyaimed applicationoriented project consortium thatcover value chain technology development end user', 'adjustment beam splitter annex ministerial research programme strategy measure reference conceptual framework programme future research innovation strategy federal government future strategy research innovation lay foundation germany europe play decisive role major research innovation policy issue coming year using basis want use impulse well experience learn current crisis respect driver change process society digital strategy federal government digital strategy brings together one roof federal government policy priority crosscutting issue digitisation form overarching framework digital policy strategy provides overview main digital policy project ministry responsible implementing', 'addition impact federal government measure tracked using overarching topicspecific indicator evaluated part assessment programme upon conceptual framework programme based see also annex resource planning total budget fund amounting approximately eur billion earmarked current financial planning development quantum technology participating ministry term conceptual framework programme measure complemented activity science organisation institutionally cofinanced federal government plan invest approximately eur million research quantum technology period measure emerging strategy taken accordance constitutional area responsibility subject funding approval specific measure future measure build measure result expenditure federal budget subject proviso sufficient federal fund available sufficient position filled prejudice current future budgetary negotiation ministry support implementation strategy line responsibility financial resource financially term position within respective budgetary area additional requirement term material personnel resource must counterfinanced additional fund available']"
37,5,37_talent_student_program_graduate,"['talent', 'student', 'program', 'graduate', 'trainee', 'canada', 'internship', 'workforce', 'youth', 'career']","['creating quantumsmart workforce tomorrow growing american quantumsmart workforce expertise broad range physical information engineering science crucial assuring sustained progress qi however america current educational system typically focus discrete disciplinary track rarely emphasizing crossdisciplinary study equips graduate complex modern question challenge prominently including qi responsibility training student traditionally resides within academic community government agency industry partner academia meet nation future need fundamental research main mechanism generating qualified workforce qi within context need individual broad mix skill support transsector transdisciplinary approach research essential student trained environment exposed diverse yet convergent set discipline along associated tool infrastructure allow student obtain qualification skill required industry national laboratory academia existing approach nature include special research track academic program early career award government agency support focused research group coordinated training industry using enhancing program increase size qi workforce furthermore approach synthesize program industrial collaboration engaging central fundamental research program prepare student additional skill crucial entering workforce private sector leadership quantum science technology agency encouraged expand develop specific program foster workforce development build others strength mission number agency already existing program national science foundation nsf graduate research fellowship program accelerating discovery program national defense science engineering graduate fellowship program quantum science engineering program department defense dod science undergraduate laboratory internship graduate student research program computational science graduate fellowship program department energy doe national institute standard technology nist joint research center combine government researcher university student postdoctoral scholar faculty program enriched modified expanded driven agency need improvement may include joining existing effort different agency increase impact creating joint earlycareer program looking longerterm horizon academic faculty provide bedrock training program university encouraged address workforce development need adding tenured tenuretrack faculty within interdisciplinary theme associated qi consider quantum science engineering discipline future concentration exemplified step creating new department thesis track avenue include new undergraduate program engagement industry government internship externshipspredominantly personsand new professional development program including encouragement creation specialized technical program student become ambassador discipline following wide range different path career increasing societal impact quantumscience education beyond university outreach broader audience essential strong comprehensive program computational scientific thinking featuring computer science physic must start developing interest early stage critical role played industry professional society agency vested interest appropriate outreach help provide access novel technology example via cloudbased approach well developing classroombased learning opportunity broader connection public various medium platform time informal education tool found many museum across nation effective complementary classroom overall effort work best coordination nstc committee stem subcommittee address stem related education improving academicindustrial pathway one program expanding connection across sector recently developed nsffunded quantum information science engineering network also known triplet effort promotes small research project executed american graduate student course year close collaboration academic principal investigator industrial partner including extended stay industrial laboratory utilizing infrastructure enables direct smooth transition industrial environment upon triplet project completion', 'government canada also providing million six year nserc create toward developing research skill training area professional skill communication collaboration mentoring activity trainee initiative involve group accomplished researcher work collaboratively offer defined research training program trainee area aligned nqs priority stakeholder stressed importance linkage international pool talent complement canadian strength alliance international grant enable academic canadian researcher work international trainee academicled project additionally several federal department including immigration refugee citizenship canada global affair canada gac working attract quantum talent canada including quantum expertise list desired qualification beyond nqs government canada funding opportunity support research related quantum technology instance budget proposed million five year starting million thereafter cse establish unique research chair program fund academic conduct research cuttingedge technology relevant cs activity quantum technology improving diversity talent pool ensure canada benefit perspective diverse pool talent critical make diversity inclusion hallmark talent effort nqs representation key field relevant quantum sector currently imbalanced canada missing critical supply new idea talent highly competitive international market nqs provides opportunity make concerted effort build inclusive talent ecosystem area national priority testing new approach attracting diverse talent field supporting underrepresented group career stage addressing systemic bias selection talent quantum workforce government canada commits fostering full spectrum way address representation imbalance support people community advance quantum science technology approach considered nqs program pursue incremental gain representation implementing genderbased analysis approach equity diversity inclusion edi given current reality highly competitive international market talent sustained effort time required realize meaningful progress key consideration development roadmaps nqs mission early stage talent pipeline initiative include let talk science program promote youth skill development engagement science technology engineering math stem since innovation science economic development canada ised provided million enable organization deliver stembased programming early year grade youth build career awareness among student teacher offer careerbuilding volunteer opportunity postsecondary student type activity essential growing expertise quantum technology among people community establishing pipeline supply research business sector additionally program broad communitybased approach encourages youth underrepresented group girl indigenous youth youth disability atrisk youth rural remote location develop lifelong learning habit curiosity toward stem field quantum science technology nserc triagency edi action plan aim support equitable access funding opportunity researcher student example alliance create funding opportunity require grantee report practice support edi alliance grant also include edi integral consideration assessment application perimeter institute initiative enhance edi theoretical physic related field include perimeter scholar international master program international summer school young physicist trained nearly equal number participant across gender attract retain student perimeter also launching psi start program aim increase number undergraduate student underrepresented group pursue study physic program offer online schooling well opportunity select number trainee participate research scientist perimeter', 'talent building worldleading workforce developing attracting retaining talent critical canada succeed quantum science technology talent shortage already faced industry research institution intensify quantum technology product service become available broader use research technical talent critical growing canada national ecosystem also require effort build retain crossdisciplinary quantumliterate workforce diverse background includes business marketing talent support sector growth university collegetrained talent apply quantum technology across economy also need develop complementary social science humanitiesrelated skill ensure advantage arising use quantum technology benefit canadian fair equitable way amid growing international demand limited pool talent canada face particular challenge retaining talent developed building diverse inclusive quantum workforce action date canada quantum talent sought world canadian university taken lead developing talent attracting global researcher doctorate postdoctorate professor level recognizing importance level quantum talent industrial success university bolstered effort develop talent pipeline equipping student industryrelevant quantum competency earlier stage example universit sherbrooke launched bachelor quantum science program develop student early career institute quantum computing launched new master science physic specialization quantum technology arm student skill drive deployment quantum technology expand quantum computerrelated training institut quantique stewart blusson quantum matter institute jointly launched first pancanadian virtual workshop quantum programming investment supported quantum talent development knowledge mobilization example government canada supported talent mobilization quantum sector via million mitacs internship nserc create also successfully used build quantum talent supporting training experience relevant academic nonacademic career four quantumfocused create initiative funded collectively supported trainee research funding also critical training majority research funding go support effort research trainee undergraduate graduate postdoctoral level largerscale research award also contribute attraction development quantum talent way forward attracting developing talent given global competition quantum talent critical canada invest developing retaining quantum expertise canada well accessing global pool talent meet canada current future need respect domestic talent internationally competitive student postdoctoral compensation quality work environment key term international talent canada must make easy possible bring keep quantum expertise work researcher business canada also role play collaboration international partner ensuring inclusive work environment growing overall global talent pool mutual benefit provide talent business academia need successful government canada seek generate new industryready quantum expertise facilitating training workintegrated learning opportunity quantum project postsecondary student college undergraduate graduate level including postdoctoral fellow research talent include supporting innovative research project provide student exposure businessrelated skill development commercialization entrepreneurship project management intellectual property well social science consideration legality ethical use academic research project train develop quantum expert tomorrow multiple discipline also play critical role helping analyze manage risk economics finance management political science college play role developing many supporting skill required advance quantum technology support adoption industry user technology mature capability better understood important develop expertise ethical use quantum technology sustaining industry growth requires creating linkage international pool talent government canada support strategic partnership bring best brightest researcher innovator abroad enable canadian talent gain complementary skill international partner collaboration likeminded nation building effort date nqs strengthen canada talent pipeline bolstering programming delivered mitacs nserc create government announced funding including support nserc create grant march allow development academic quantum expertise area industry priority funding mitacs help industry meet talent need providing internship nqs government canada providing million six year mitacs support attraction training retention deployment highly qualified personnel quantum science technology internship experience professional skill development postsecondary student recent graduate postdoctoral fellow industry internship help transition talent industry retain expertise canada internship also serve powerful tool attract international trainee canada example mitacs accelerate international support bilateral research collaboration intern university industry partner canada abroad allowing trainee partner country undertake project canada']"
38,5,38_canadian_canada_align_nqs,"['canadian', 'canada', 'align', 'nqs', 'collaboration', 'international', 'foreign', 'commissioner', 'tc', 'itb']","['strengthen talent pipeline government canada work mitacs facilitate integrated work placement foreign expert canadian industry well gacs trade commissioner service tc leveraged facilitate canadian firm access foreign market help export product abroad additionally tc partnership invest canada support nqs foreign direct investment attraction strategy promoting foreign direct investment partnership likeminded country keeping security implication mind tc canada network mission abroad also support nqs canadian international innovation program investment facilitating international partnership activity line nqs objective going forward international marketing opportunity also considered', 'budget also announced government intention establish canadian innovation investment agency agency work help new established canadian firm innovate commercialize research create new economic opportunity worker business canada broad range complementary government program initiative number department agency support quantum research development deployment also leveraged support goal nqs described throughout document quantum science associated technology mature government canada consider action meet need quantum community support excellence ensure canada continued success many basic applied research problem technological challenge remain concerning development quantum technology next wave disruptive innovation becoming clearer area canadian poised lead world addition continuing make diverse investment quantum also time concentrate key area canadian leadership double specific goal benefit economy societysuch creating industry job future expanding frontier quantum research solving important problem facing canada world light based feedback stakeholder community nqs focused three mission make canada world leader continued development deployment use quantum computing hardware softwareto benefit canadian industry government citizen', 'nqs government canada seek collaboration opportunity province territory provide funding expand activity partnership nqs align canada effort build quantum capability across country linkage international community crucial success canadian researcher actively working international colleague create new knowledge push boundary understanding develop new technology serve common interest canada leader number quality quantum publication impact among country almost canadian quantum publication produced collaboration international partner canadian institute advanced research cifar canadianbased global research organization brings together international interdisciplinary researcher work together fiveyear term two major quantum project renewed quantum material quantum information science despite canada considerable strength quantum research technology reality single country succeed realizing quantumenabled future going alone progress key area quantum research require deepening collaboration international centre expertise rather simply competing small global talent supply canada must work key partner increase diversify collective talent pool international collaboration also critical ensure canadian quantum industry strong connection global pool idea key international market developing deliberate canadian approach international collaboration quantum science technology innovation important strike right balance open collaboration canada security interest focus working closely trusted ally existing connection international quantum community canada able work partner accelerate development mutually beneficial key technology government canada pursuing opportunity work likeminded nation deepen collaboration opportunity example nsercuk research innovation ukri quantum technology competition brings together business academic government partner develop quantum technology first formal partnership nserc national science foundation announced june pave way research collaboration emerging technology including quantum nserc european commission banner horizon europe also partnering quantum technology government canada continues support international collaboration launched international quantum stream nserc alliance grant program going forward government canada commits strengthening countrytocountry collaboration bilaterally multilaterally focus key ally along jointly advancing knowledge approach position canada ensure interoperability technology contribute emerging supply chain area sensitive technology well quantum technology broadly come development sensitive technology important consider benefit risk sharing knowledge threat posed foreign interference espionage challenge canada research community cuttingedge research intellectual property emerging domain including quantum attractive target important research security measure applied prevent unauthorized use access knowledge data result insufficient protection allow hostile threat actor exploit canadian innovation may result negative effect safety security canadian well missed opportunity put canada innovation action grow economy']"
